,Betweenness Centrality,Degree Centrality,Closeness Centrality,PageRank Centrality,Eigen Vector Centrality,HITS Centrality
0,0.00010816162032761693,0.04176784847013113,0.45752182104796885,0.0006140624179774577,0.029813738287645886,0.0009825532993128455
1,0.002265688703550104,0.07285089849441476,0.48060380775645234,0.0011410842483074736,0.031722935299435956,0.0010454698857703224
2,0.00030357565824663905,0.0199125789218067,0.4293502489098057,0.0003944651074535679,0.008298358727715944,0.0002734849486181758
3,0.00045339742001122894,0.0199125789218067,0.42281918656964823,0.00041094504780376856,0.009163207073296724,0.0003019746910650492
4,0.0007187025545449123,0.034482758620689655,0.4471373460440154,0.0005929102227179581,0.01605979479495282,0.00052927089036863
5,0.00122834082547332,0.04176784847013113,0.45762500594220606,0.000683017933651457,0.02463380989976545,0.0008118171924416899
6,0.00021320684990008598,0.035454103933948516,0.4487194330711503,0.000567471055076924,0.018171807132994548,0.0005988481614861619
7,0.0012439754381872417,0.03108305002428363,0.44111071224950904,0.0006090228994278467,0.013256759473294275,0.00043689479907111777
8,0.00034350764970766907,0.014570179698882952,0.40093050313134593,0.00034776662880892415,0.004664499095841661,0.00015372294226332982
9,0.001227972302951077,0.0199125789218067,0.4260149645911698,0.00042925732398987833,0.0088668353704678,0.00029222523255843243
10,0.0,0.0009713453132588635,0.315863835047905,9.004042920528036e-05,0.00018451480846449358,6.0807081475555055e-06
11,0.00016183592462308942,0.018455560951918408,0.4244998486083142,0.0003524831062326314,0.00798794350507298,0.0002632550029971063
12,1.2477014266472431e-05,0.005828071879553181,0.3683931148053271,0.00016084870974437867,0.002280196091233545,7.514298970873996e-05
13,0.0,0.007770762506070908,0.38277858448363355,0.00018178587528838787,0.004048808959189446,0.0001334414728181659
14,1.2824402933133764e-05,0.005828071879553181,0.3720405713875581,0.0001652563435803048,0.0024972117088691496,8.230751820114838e-05
15,0.0006130422847202159,0.05148130160271976,0.4685082605282248,0.0007943532642130187,0.02846244748183644,0.0009379709497967351
16,0.00017460353039508994,0.017484215638659543,0.42538978539784944,0.00034092577461662524,0.008782504942531834,0.00028942308089010784
17,1.8860994990667853e-05,0.0014570179698882952,0.33522373638654246,0.00016732722075623327,0.0006050307449109685,1.9944554352248873e-05
18,0.001213657231797331,0.04176784847013113,0.45762500594220606,0.0007414833238633642,0.018172643437807993,0.0005989086859751627
19,6.587390946654284e-05,0.0199125789218067,0.43172537794632804,0.000355535320671316,0.012090082199286643,0.0003984688557426449
20,0.0,0.0009713453132588635,0.3247614078661558,8.731484877788796e-05,0.0003408785112857173,1.1233625103863933e-05
21,0.007946735612320184,0.14424477901894123,0.514219279358272,0.0021794015138958053,0.07275958929823104,0.0023978632544047486
22,0.0006694365829148063,0.03739679456046625,0.4531284672505006,0.0006228927023052919,0.01983634536707863,0.0006537195357808807
23,0.0004377154840299804,0.02768334142787761,0.43053453773557004,0.0004921407044428211,0.014485414059039393,0.0004774122432268539
24,0.00011140147303172119,0.017969888295288974,0.428805848763259,0.00033955372023835613,0.009712021328256406,0.00032007339022022894
25,2.2554270510992334e-05,0.011170471102476931,0.4034014465900083,0.00023109178172732653,0.0061327960834177565,0.00020212532035924203
26,2.6127365977479306e-06,0.005342399222923749,0.37624870690668305,0.0001468581640238689,0.003779499071130328,0.00012457738693842594
27,0.00010781741476569815,0.022340942204953862,0.4342198323021061,0.00038947715425299145,0.012018594854517286,0.0003960787723141892
28,0.001200117549042205,0.05682370082564352,0.4688330120951344,0.0008940485186606827,0.029642658171485092,0.000976893220843431
29,0.0,0.0048567265662943174,0.3669275364100799,0.00014671682737769286,0.001970563181685008,6.493882793104767e-05
30,0.0,0.04079650315687226,0.4581416293401991,0.0005798573397198291,0.04229620346622748,0.0013943569940472811
31,0.0009935500790465557,0.011656143759106362,0.41699738519271307,0.00030270303802557366,0.006774542483860633,0.00022326870265761963
32,2.5957098956942193e-06,0.0029140359397765905,0.3358896335619503,0.00012741734702482823,0.0005192567458392554,1.7112647886007797e-05
33,0.003413689295435189,0.07527926177756192,0.4830062547840376,0.0012143132832593585,0.038394488792166795,0.0012653641021219972
34,0.0012086755037611125,0.033025740650801355,0.4418791978109194,0.0005908377576671981,0.015534820038085597,0.00051197773203885
35,0.0,0.0014570179698882952,0.31522592455301257,0.00011786551992118603,0.00015187967409033845,5.005330412399511e-06
36,0.0,0.006799417192812044,0.3886437993387745,0.0001717757466659043,0.0035327168691295426,0.0001164253092121178
37,5.470238254398674e-05,0.013113161728994658,0.404688726834412,0.0002725348768517963,0.005923742941478467,0.00019522598767961752
38,0.001071948984334196,0.054395337542496355,0.4701365329814045,0.0008118631021117455,0.048176818397916224,0.0015881541852809304
39,0.0011248736238793269,0.04176784847013113,0.453432240524635,0.0007281048608601312,0.018981577054629644,0.0006255582029887896
40,9.698313976247761e-06,0.005828071879553181,0.370952335712567,0.00016161679765292695,0.0026014137823174664,8.574199004722541e-05
41,2.8330612853699583e-05,0.011656143759106362,0.4042050351290322,0.0002419605541315442,0.005587118968591782,0.00018413584531456564
42,0.00021757558786790677,0.013598834385624089,0.3893149033667962,0.00033491942273206586,0.0038178669340178193,0.00012583269820703807
43,2.8454492284366255e-05,0.009713453132588635,0.3851764002178705,0.00022009830638425524,0.0038786455206566667,0.00012781919394621677
44,0.0013306303198297811,0.08547838756677999,0.4902414294147721,0.0012110152291978252,0.06612606751070897,0.0021796754355283957
45,0.0018515999931495988,0.053909664885866924,0.4665691598868112,0.000893773637418598,0.026343675363568398,0.0008681892831362353
46,0.00031613198928976825,0.023797960174842155,0.43844193525232106,0.00042802292919850185,0.014774562529390313,0.0004869108235226059
47,0.0005436541404285547,0.0505099562894609,0.4632669580702607,0.0007785981694138005,0.030409256991317878,0.001002164518339184
48,7.053873173422062e-07,0.0009713453132588635,0.31640562550253265,9.044251813755084e-05,0.00016797965053482012,5.535788632832276e-06
49,1.6486097267275656e-05,0.0048567265662943174,0.37659786123751704,0.000152951863392796,0.002442861525365961,8.050459143653221e-05
50,0.0004819055475266864,0.022340942204953862,0.43236933227098695,0.0004451916997424803,0.00992543733565388,0.0003270982155392172
51,4.256802102825754e-06,0.003885381253035454,0.3637700387858985,0.00013178838134041867,0.001840047996768548,6.063909333440572e-05
52,0.0012447726008727239,0.06945118989800873,0.47958148814647644,0.0010450154298993321,0.03960086361512476,0.0013051318334936458
53,6.020606645654917e-06,0.001942690626517727,0.3272756897335067,0.00015019914464440445,0.0008572936390458592,2.8264124934798024e-05
54,0.0,0.00048567265662943174,0.2981353623784517,8.295268399209906e-05,6.389585845122562e-05,2.1056443863982936e-06
55,0.0,0.0009713453132588635,0.31606063494513115,8.916854345577804e-05,0.00022627436970859078,7.4567816730039965e-06
56,0.002253470574631719,0.06313744536182612,0.4776622590272462,0.0010243319696859696,0.033306721998828046,0.001097683817915974
57,0.00040981960794312164,0.02525497814473045,0.43958173231103587,0.0004625910257144227,0.014796516477225985,0.0004876425123486301
58,0.0012277870301892963,0.044681884409907724,0.4600111712418367,0.0007626971804144603,0.020949765479144913,0.0006904363057476804
59,0.0,0.014570179698882952,0.41811441919384745,0.0002693755554282679,0.009856927016845443,0.0003248421071393914
60,8.576704674942983e-06,0.008742107819329771,0.3960783283911266,0.00019590055424654072,0.005095749377655696,0.00016793447286958445
61,0.0,0.0009713453132588635,0.31610987324314405,8.876855546523918e-05,0.0002035469301876236,6.70759939762391e-06
62,0.00017653419577770126,0.02525497814473045,0.43674327945495944,0.0004374427464877761,0.012091640145833485,0.00039851296588895623
63,0.0004843786470041749,0.02768334142787761,0.42414491562452794,0.0005176165490104609,0.009116915909449467,0.000300465343069293
64,0.00348517209227884,0.10441962117532783,0.500150179035677,0.0015251371591444188,0.07398970066757998,0.002438818637142098
65,0.0021935269454099867,0.053909664885866924,0.4671061870045446,0.0009173715057863806,0.02518387872225662,0.0008299483786648635
66,0.0012924672543464127,0.02525497814473045,0.43853669253247063,0.0005200382796451536,0.011651612848109009,0.00038400395362989315
67,0.0,0.007770762506070908,0.3917199375188691,0.00018239795962185398,0.004523476386461598,0.00014908495112098634
68,2.5673866808615483e-06,0.005342399222923749,0.37437440523021065,0.00015478263675726116,0.002741503898004042,9.034456770723558e-05
69,0.0005542840870949598,0.023312287518212724,0.4295320229355931,0.00046471466852308414,0.008264954294219931,0.0002723841828511074
70,0.00025195596000594317,0.017484215638659543,0.4151205557176231,0.00036210480227672783,0.007013011135318046,0.00023112885987282996
71,0.0,0.0024283632831471587,0.3538732606117443,0.00011226739212362722,0.001120619705349021,3.693090276611473e-05
72,0.0050943443979925805,0.11121903836813987,0.5030018037550178,0.0016621125479791704,0.07445879803273256,0.0024542727643981545
73,0.0007676546852710515,0.02039825157843613,0.41906428673022345,0.0004297803054832732,0.008316777243431333,0.0002741028547896868
74,0.002730985379635109,0.06168042739193783,0.4710095813249168,0.0010130963450908506,0.028676794093426806,0.0009450861030071583
75,0.0011531675225149702,0.07576493443419136,0.48648028682515987,0.0010763697030094009,0.062278636290698325,0.0020528738467919484
76,0.0006046974219995339,0.03156872268091306,0.4397722748911447,0.0005634026827250533,0.013858244846705258,0.00045673564285658166
